code	sse	code	volunit	decimal_point	name	pre_close	sse	sec
399682	sz	399682	100.0	2.0	深成工业	1538.3299560546875	sz	index_cn
399683	sz	399683	100.0	2.0	深成可选	1629.7928466796875	sz	index_cn
399684	sz	399684	100.0	2.0	深成消费	2460.7275390625	sz	index_cn
399685	sz	399685	100.0	2.0	深成医药	2052.01123046875	sz	index_cn
399686	sz	399686	100.0	2.0	深成金融	1612.719970703125	sz	index_cn
399687	sz	399687	100.0	2.0	深成信息	2753.98193359375	sz	index_cn
399688	sz	399688	100.0	2.0	深成电信	2258.1796875	sz	index_cn
399689	sz	399689	100.0	2.0	深成公用	941.30419921875	sz	index_cn
399690	sz	399690	100.0	2.0	中小专利	2513.1611328125	sz	index_cn
399691	sz	399691	100.0	2.0	创业专利	2396.425537109375	sz	index_cn
399692	sz	399692	100.0	2.0	创业低波	3607.218505859375	sz	index_cn
399693	sz	399693	100.0	2.0	安防产业	4415.90771484375	sz	index_cn
399694	sz	399694	100.0	2.0	创业高贝	2799.877197265625	sz	index_cn
399695	sz	399695	100.0	2.0	深证节能	2564.246337890625	sz	index_cn
399696	sz	399696	100.0	2.0	深证创投	2812.03173828125	sz	index_cn
399697	sz	399697	100.0	2.0	中关村60	3750.8603515625	sz	index_cn
399698	sz	399698	100.0	2.0	优势成长	33850.98828125	sz	index_cn
399699	sz	399699	100.0	2.0	金融科技	3620.73828125	sz	index_cn
399701	sz	399701	100.0	2.0	深证F60	7379.8876953125	sz	index_cn
399702	sz	399702	100.0	2.0	深证F120	6776.9638671875	sz	index_cn
399703	sz	399703	100.0	2.0	深证F200	6639.25927734375	sz	index_cn
399704	sz	399704	100.0	2.0	深证上游	4559.98681640625	sz	index_cn
399705	sz	399705	100.0	2.0	深证中游	2939.012939453125	sz	index_cn
399706	sz	399706	100.0	2.0	深证下游	6152.41650390625	sz	index_cn
399707	sz	399707	100.0	2.0	CSSW证券	4803.25927734375	sz	index_cn
399802	sz	399802	100.0	2.0	500深市	5184.02978515625	sz	index_cn
